Data Point, Corr Factor, Length Scale, AmbPress, AmbTemp, Density, Viscosity, Motor Speed, Angle of Attack, Corrected q, Avg Velocity, Reynolds number, Axial Force,Normal Force, Pitching Mom
1.00000000000,0.95000000000,1.50000000000,14.44472150000,531.27000000000,0.00228159780,0.00000038073,1270.00000000000,20.17389839700,0.05098116101,80.21979522705,60091.15625000000,0.16193782427,0.47584117318,2.23441365710
2.00000000000,0.95000000000,1.50000000000,14.44472150000,531.27000000000,0.00228159780,0.00000038073,1140.00000000000,18.75688923125,0.05307612888,81.85144042969,61313.39062500000,0.15044541604,0.46092247708,2.17220788475
3.00000000000,0.95000000000,1.50000000000,14.44472150000,531.27000000000,0.00228159780,0.00000038073,1110.00000000000,16.51362123902,0.05057467406,79.89935302734,59851.11718750000,0.13039551801,0.39127141822,1.85201889631
4.00000000000,0.95000000000,1.50000000000,14.44472150000,531.27000000000,0.00228159780,0.00000038073,1110.00000000000,14.27711698054,0.05543063304,83.64723968506,62658.58984375000,0.11665432231,0.38603575436,1.85262643870
5.00000000000,0.95000000000,1.50000000000,14.44472150000,531.27000000000,0.00228159780,0.00000038073,1065.00000000000,12.02571028610,0.05150623013,80.63184356689,60399.81250000000,0.10886964892,0.32908023789,1.60308973313
6.00000000000,0.95000000000,1.50000000000,14.44472150000,531.27000000000,0.00228159780,0.00000038073,1065.00000000000,10.30622194698,0.04904608487,78.68263244629,58939.69531250000,0.08712535037,0.29963786104,1.48697321343
7.00000000000,0.95000000000,1.50000000000,14.44472150000,531.27000000000,0.00228159780,0.00000038073,1090.00000000000,8.60069162105,0.05089126694,80.14904022217,60038.15625000000,0.07571865621,0.29722666900,1.53099090865
8.00000000000,0.95000000000,1.50000000000,14.44472150000,531.27000000000,0.00228159780,0.00000038073,1090.00000000000,6.04070867086,0.05296245988,81.76374816895,61247.70312500000,0.04918023285,0.27693770556,1.50318862975
9.00000000000,0.95000000000,1.50000000000,14.44472150000,531.27000000000,0.00228159780,0.00000038073,1030.00000000000,3.83213432733,0.04980110296,79.28594207764,59391.62500000000,0.03355386625,0.18720083288,1.02206277775
10.00000000000,0.95000000000,1.50000000000,14.44472150000,531.27000000000,0.00228159780,0.00000038073,1030.00000000000,1.55560320914,0.04930855713,78.89288330078,59097.19140625000,0.03075254946,0.10109113478,0.56370809191
11.00000000000,0.95000000000,1.50000000000,14.44472150000,531.27000000000,0.00228159780,0.00000038073,1030.00000000000,-0.12773318139,0.04802335092,77.85794067383,58321.93359375000,0.01353211653,0.03683362495,0.21218937583
12.00000000000,0.95000000000,1.50000000000,14.44472150000,531.27000000000,0.00228159780,0.00000038073,1030.00000000000,-2.40355598249,0.05081248301,80.08697509766,59991.66406250000,0.00205666109,-0.04632714144,-0.25036748087
13.00000000000,0.95000000000,1.50000000000,14.44472150000,531.27000000000,0.00228159780,0.00000038073,1030.00000000000,-4.39746858289,0.05189089766,80.93237304688,60624.93359375000,-0.01123955737,-0.15362931706,-0.83305316782
14.00000000000,0.95000000000,1.50000000000,14.44472150000,531.27000000000,0.00228159780,0.00000038073,1030.00000000000,-6.34900715519,0.05255852972,81.45135498047,61013.69531250000,-0.01257434021,-0.23430142128,-1.26474836109
15.00000000000,0.95000000000,1.50000000000,14.44472150000,531.27000000000,0.00228159780,0.00000038073,1010.00000000000,-8.04509325329,0.04957150067,79.10295867920,59254.55468750000,-0.04589768990,-0.28029593100,-1.50685783522
16.00000000000,0.95000000000,1.50000000000,14.44472150000,531.27000000000,0.00228159780,0.00000038073,1030.00000000000,-10.31711058612,0.05115850069,80.35919952393,60195.58203125000,-0.05121783356,-0.37652391395,-2.00256220353
17.00000000000,0.95000000000,1.50000000000,14.44472150000,531.27000000000,0.00228159780,0.00000038073,1030.00000000000,-12.24991347704,0.05035825118,79.72821044922,59722.91796875000,-0.07996959314,-0.41979002353,-2.21726749605
